ate,PX_LAST,PX_VOLUME,HISTORICAL_MARKET_CAP,PX_TO_BOOK_RATIO,PROF_MARGIN,TRAIL_12M_PROF_MARGIN,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_EQY,NET_DEBT_TO_SHRHLDR_EQTY,CUR_RATIO,DVD_PAYOUT_RATIO,IS_EPS,BOOK_VAL_PER_SH,EQY_DPS,ASSET_TURNOVER,RETENTION_RATIO,CURR_ENTP_VAL,EBITDA,NET_DEBT_TO_EBITDA,PX_TO_EBITDA,EBITDA_EV_YIELD,EARN_YLD_HIST,EBIT_YIELD,NET_OPER_PROFIT_AFTER_TAX,NET_INCOME,ARD_TOTAL_SHARE_CAPITAL,QUICK_RATIO,DEBT_TO_MKT_CAP,CASH_RATIO,PX_TO_SALES_RATIO,PE,Date
30/09/2015,70.8,169319786,266452.9354,0.3815,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,4.14,185.563,1.0,0.7325,75.8233,722135.4975,89568.1,6.3234,1.6322,10.6326,5.8475,37.3723,15211.6741,8542.1,2065.2,0.5658,4.6831,0.3185,0.1414,17.1014,9/30/2015
30/10/2015,84.05,217145241,266452.9354,0.4529,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,4.14,185.563,1.0,0.7325,75.8233,749496.5598,89568.1,6.3234,1.9376,10.6326,4.9256,31.4808,15211.6741,8542.1,2065.2,0.5658,3.9448,0.3185,0.1678,20.3019,10/30/2015
30/11/2015,77.05,187876260,266452.9354,0.4152,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,4.14,185.563,1.0,0.7325,75.8233,735041.6590000001,89568.1,6.3234,1.7762,10.6326,5.3731,34.3408,15211.6741,8542.1,2065.2,0.5658,4.3032,0.3185,0.1539,18.6111,11/30/2015
31/12/2015,84.75,178729971,266452.9354,0.4567,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,4.14,185.563,1.0,0.7325,75.8233,750942.0499,89568.1,6.3234,1.9537,10.6326,4.885,31.2207,15211.6741,8542.1,2065.2,0.5658,3.9123,0.3185,0.1692,20.471,12/31/2015
29/01/2016,70.5,144001922,266452.9354,0.3799,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,4.14,185.563,1.0,0.7325,75.8233,721516.0017,89568.1,6.3234,1.6252,10.6326,5.8723,37.5313,15211.6741,8542.1,2065.2,0.5658,4.703,0.3185,0.1408,17.029,1/29/2016
29/02/2016,68.75,222847294,266452.9354,0.3705,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,4.14,185.563,1.0,0.7325,75.8233,717902.2765,89568.1,6.3234,1.5849,10.6326,6.0218,38.4867,15211.6741,8542.1,2065.2,0.5658,4.8228,0.3185,0.1373,16.6063,2/29/2016
31/03/2016,87.95,298483120,181664.1908,0.4474,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,734485.1046,86912.5,6.3173,2.0731,11.8323,-0.5007,24.1117,19801.293,-2507.4,2048.9,0.6295,3.6862,0.3798,0.1836,-71.8604,3/31/2016
29/04/2016,96.35,255389370,181664.1908,0.4901,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,751830.9857,86912.5,6.3173,2.2711,11.8323,-0.4571,22.0096,19801.293,-2507.4,2048.9,0.6295,3.3649,0.3798,0.2011,-78.7238,4/29/2016
31/05/2016,105.25,310667732,181664.1908,0.5354,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,770209.3596,86912.5,6.3173,2.4809,11.8323,-0.4184,20.1484,19801.293,-2507.4,2048.9,0.6295,3.0803,0.3798,0.2197,-85.9956,5/31/2016
30/06/2016,122.85,294411988,181664.1908,0.6249,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,806553.1104,86912.5,6.3173,2.8958,11.8323,-0.3585,17.2619,19801.293,-2507.4,2048.9,0.6295,2.639,0.3798,0.2565,-100.3758,6/30/2016
29/07/2016,133.55,234376477,181664.1908,0.6793,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,828648.4589,86912.5,6.3173,3.148,11.8323,-0.3298,15.8789,19801.293,-2507.4,2048.9,0.6295,2.4276,0.3798,0.2788,-109.1184,7/29/2016
31/08/2016,159.25,239298941,181664.1908,0.8101,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,881718.595,86912.5,6.3173,3.7538,11.8323,-0.2765,13.3163,19801.293,-2507.4,2048.9,0.6295,2.0358,0.3798,0.3324,-130.1168,8/31/2016
30/09/2016,152.7,200905467,181664.1908,0.7767,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,868192.9377,86912.5,6.3173,3.5994,11.8323,-0.2884,13.8875,19801.293,-2507.4,2048.9,0.6295,2.1231,0.3798,0.3188,-124.7651,9/30/2016
30/10/2016,149.75,151224300,181664.1908,0.7617,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,862101.2295,86912.5,6.3173,3.5299,11.8323,-0.2941,14.1611,19801.293,-2507.4,2048.9,0.6295,2.165,0.3798,0.3126,-122.3548,10/30/2016
30/11/2016,175.75,336194611,181664.1908,0.894,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,915790.8614,86912.5,6.3173,4.1427,11.8323,-0.2506,12.0661,19801.293,-2507.4,2048.9,0.6295,1.8447,0.3798,0.3669,-143.5983,11/30/2016
30/12/2016,155.05,184197556,181664.1908,0.7887,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,873225.4231,86912.5,6.3173,3.6548,11.8323,-0.284,13.677,19801.293,-2507.4,2048.9,0.6295,2.0898,0.3798,0.3237,-126.6852,12/30/2016
31/01/2017,189.95,266861171,181664.1908,0.9662,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,945333.8928,86912.5,6.3173,4.4774,11.8323,-0.2318,11.1641,19801.293,-2507.4,2048.9,0.6295,1.7058,0.3798,0.3965,-155.2006,1/31/2017
28/02/2017,184.35,220636838,181664.1908,0.9377,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,-1.2239,196.5907,1.0,0.6884,75.8233,933809.0268,86912.5,6.3173,4.3454,11.8323,-0.2389,11.5032,19801.293,-2507.4,2048.9,0.6295,1.7574,0.3798,0.3848,-150.6251,2/28/2017
31/03/2017,195.05,327281978,437654.6989,0.9502,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,815672.8247,123858.7,3.3309,3.2446,14.5669,4.726,19.7293,41513.7144,18997.4,2227.2,0.6757,1.4502,0.4562,0.4035,21.1551,3/31/2017
28/04/2017,199.35,227834079,437654.6989,0.9712,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,859825.5948,123858.7,3.3309,3.3161,14.5669,4.6241,19.3037,41513.7144,18997.4,2227.2,0.6757,1.307,0.4562,0.4124,21.6215,4/28/2017
31/05/2017,200.7,314368678,437654.6989,0.9777,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,862863.7566,123858.7,3.3309,3.3386,14.5669,4.5929,19.1739,41513.7144,18997.4,2227.2,0.6757,1.2982,0.4562,0.4152,21.7679,5/31/2017
30/06/2017,190.95,175671392,437654.6989,0.9302,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,840998.8128,123858.7,3.3309,3.1764,14.5669,4.8275,20.1529,41513.7144,18997.4,2227.2,0.6757,1.3645,0.4562,0.395,20.7104,6/30/2017
31/07/2017,219.65,198270788,437654.6989,1.0701,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,905402.7342,123858.7,3.3309,3.6538,14.5669,4.1967,17.5197,41513.7144,18997.4,2227.2,0.6757,1.1862,0.4562,0.4544,23.8232,7/31/2017
31/08/2017,238.0,236191630,437654.6989,1.1594,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,946578.9053,123858.7,3.3309,3.9591,14.5669,3.8731,16.1689,41513.7144,18997.4,2227.2,0.6757,1.0947,0.4562,0.4923,25.8134,8/31/2017
29/09/2017,240.6,184227209,437654.6989,1.1721,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,952435.5331,123858.7,3.3309,4.0023,14.5669,3.8313,15.9942,41513.7144,18997.4,2227.2,0.6757,1.0828,0.4562,0.4977,26.0954,9/29/2017
31/10/2017,267.4,167974566,437654.6989,1.3027,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,1012564.2774,123858.7,3.3309,4.4481,14.5669,3.4473,14.3912,41513.7144,18997.4,2227.2,0.6757,0.9743,0.4562,0.5532,29.0022,10/31/2017
30/11/2017,240.45,166853623,437654.6989,1.1714,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,952377.9746,123858.7,3.3309,3.9998,14.5669,3.8337,16.0041,41513.7144,18997.4,2227.2,0.6757,1.0829,0.4562,0.4974,26.0792,11/30/2017
29/12/2017,273.55,171605184,437654.6989,1.3326,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,1026712.4029,123858.7,3.3309,4.5504,14.5669,3.3698,14.0676,41513.7144,18997.4,2227.2,0.6757,0.9518,0.4562,0.5659,29.6692,12/29/2017
31/01/2018,256.15,179048144,437654.6989,1.2479,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,9.22,205.2707,1.1,0.6905,87.0043,987665.3416,123858.7,3.3309,4.261,14.5669,3.5987,15.0232,41513.7144,18997.4,2227.2,0.6757,1.0165,0.4562,0.5299,27.781999999999996,1/31/2018
