ate,PX_LAST,PX_VOLUME,HISTORICAL_MARKET_CAP,PE_RATIO,REL_PE_RATIO,T12M_DIL_PE_CONT_OPS,PX_TO_BOOK_RATIO,PROF_MARGIN,TRAIL_12M_PROF_MARGIN,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_EQY,NET_DEBT_TO_SHRHLDR_EQTY,CUR_RATIO,DVD_PAYOUT_RATIO,DVD_PAYOUT_RATIO_NORMALIZED_EARN,IS_DILUTED_EPS,IS_EPS,BOOK_VAL_PER_SH,EQY_DPS,TRAIL_12M_DVD_PER_SH,TRAIL_12M_EPS,ASSET_TURNOVER,RETENTION_RATIO,CURR_ENTP_VAL,EBITDA,NET_DEBT_TO_EBITDA,TRAIL_12M_EBITDA,PX_TO_EBITDA,EBITDA_EV_YIELD,EARN_YLD_HIST,EBIT_YIELD,NET_OPER_PROFIT_AFTER_TAX,NET_INCOME,IS_TOTAL_EXPENDITURES,INVENT_TURN,ARD_TOTAL_SHARE_CAPITAL,QUICK_RATIO,DEBT_TO_MKT_CAP,MOV_AVG_50D,MOV_AVG_20D,MOV_AVG_100D,MOV_AVG_30D,VOLATILITY_20D,VOLATILITY_60D,VOLATILITY_90D,RSI_30D,RSI_14D,CASH_RATIO,PX_TO_SALES_RATIO,PX_OPEN
30/05/2014,148,227095689,292732.7611,13.5655,0.7623,12.5936,0.7527,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,853881.5512,81544.5,6.5058,81544.5,3.6188,9.6956,7.3716,16.2917,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,2.1192,142.469,113.8075,137.8642,117.295,45.113,46.697,43.492,52.9631,58.868,0.3715,0.338,135.2
30/06/2014,164.2,243958021,292732.7611,15.0504,0.8399,13.9721,0.8351,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,887328.8501,81544.5,6.5058,81544.5,4.015,9.6956,6.6443,14.6843,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,1.9101,142.183,116.19,138.1155,118.9067,41.634,41.804,44.272,55.0741,63.1066,0.3715,0.3749,147.3
31/07/2014,191.7,248806846,292732.7611,17.571,0.963,16.3121,0.975,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,944112.1836,81544.5,6.5058,81544.5,4.6874,9.6956,5.6912,12.5778,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,1.6361,143.012,119.945,138.3756,120.41,44.718,44.721,44.664,58.3563,68.955,0.3715,0.4377,167.2
28/08/2014,170.1,192041257,292732.7611,15.5912,0.8293,14.4741,0.8651,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,899538.0451,81544.5,6.5058,81544.5,4.1592,9.6956,6.4139,14.175,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,1.8437,143.524,121.925,138.041,121.1167,51.107,46.997,45.772,55.0863,60.8021,0.3715,0.3884,189.7
30/09/2014,156.75,211103608,292732.7611,14.3676,0.7754,13.3382,0.7972,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,871988.2362,81544.5,6.5058,81544.5,3.8328,9.6956,6.9601,15.3822,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,2.0007,143.452,123.9525,137.9979,122.0283,39.113,45.174,44.263,53.181,56.3662,0.3715,0.3579,171.9
31/10/2014,163.7,170851411,292732.7611,15.0046,0.7708,13.9295,0.8326,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,886339.2939,81544.5,6.5058,81544.5,4.0027,9.6956,6.6646,14.7292,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,1.9157,143.398,127.1925,138.0433,123.46,53.4,47.51,46.21,54.0371,58.0808,0.3715,0.3738,155.2
28/11/2014,174.05,172025461,292732.7611,15.9533,0.7971,14.8102,0.8852,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,907713.8175,81544.5,6.5058,81544.5,4.2558,9.6956,6.2683,13.8533,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,1.8018,142.938,131.315,138.3269,125.3733,32.154,41.913,43.945,55.2965,60.5659,0.3715,0.3974,163.1
31/12/2014,157.55,163384185,292732.7611,14.4409,0.7449,13.4062,0.8013,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,873650.1188,81544.5,6.5058,81544.5,3.8524,9.6956,6.9248,15.3041,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,1.9904,141.879,134.33,138.3411,126.6283,38.231,42.003,43.627,52.9058,54.971,0.3715,0.3598,173
30/01/2015,139.7,147324534,292732.7611,12.8048,0.6224,11.8873,0.7105,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,836792.8715,81544.5,6.5058,81544.5,3.4159,9.6956,7.8096,17.2596,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,2.2447,140.542,136.195,138.1833,127.2817,37.253,35.523,40.846,50.4642,49.6297,0.3715,0.319,157.4
28/02/2015,152.85,134887544,292732.7611,14.0101,0.6761,13.0063,0.7774,2.4909,2.4909,1.6746,152.7786,125.1635,1.405,9.4924,8.8109,10.91,10.91,196.6208,1,1,10.91,0.6723,90.5076,863947.29,81544.5,6.5058,81544.5,3.7374,9.6956,7.1377,15.7747,39232.7201,21750.1,#N/A N/A,3.4751,2064.8,0.6646,2.0516,138.659,138.8475,138,128.915,31.062,36.038,35.842,52.1472,53.2347,0.3715,0.349,140
31/03/2015,129,152303122,266452.9354,31.1594,1.3965,14.9066,0.6952,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,842316.9805,89568.1,6.3234,89568.1,2.9738,10.6326,3.2093,20.5113,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,2.5703,136.646,140.7925,137.7197,129.1917,49.206,41.073,39.508,49.0222,46.7056,0.3185,0.2576,154.2
30/04/2015,128.6,126523486,266452.9354,31.0628,1.4394,14.8604,0.693,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,841491.3964,89568.1,6.3234,89568.1,2.9646,10.6326,3.2193,20.5751,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,2.5783,135.191,141.97,137.4259,129.5933,26.179,37.333,36.943,48.9713,46.6024,0.3185,0.2568,129
29/05/2015,129.25,110164819,266452.9354,31.2198,1.3982,14.9355,0.6965,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,842833.6358,89568.1,6.3234,89568.1,2.9796,10.6326,3.2031,20.4716,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,2.5653,133.593,142.8375,137.1209,130.015,36.175,38.836,36.704,49.0602,46.8081,0.3185,0.2581,130.4
30/06/2015,111.9,103122521,266452.9354,27.029,1.2285,12.9306,0.603,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,807006.4155,89568.1,6.3234,89568.1,2.5796,10.6326,3.6997,23.6457,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,2.963,131.51,142.68,136.9779,129.395,27.437,30.632,35.774,46.8075,42.1406,0.3185,0.2234,128.75
31/07/2015,105.2,110018198,266452.9354,25.4106,1.1398,12.1564,0.5669,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,793171.0104,89568.1,6.3234,89568.1,2.4252,10.6326,3.9354,25.1517,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,3.1518,129.667,141.805,136.8483,129.0283,33.202,28.912,31.073,45.9643,40.4627,0.3185,0.2101,112.3
31/08/2015,80.05,159858829,266452.9354,19.3357,0.94,9.2502,0.4314,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,741236.6165,89568.1,6.3234,89568.1,1.8454,10.6326,5.1718,33.0538,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,4.142,127.657,139.6775,136.3242,128.4,50.686,39.326,37.57,42.9594,34.8527,0.3185,0.1598,105.25
30/09/2015,70.8,169319786,266452.9354,17.1014,0.8227,8.1813,0.3815,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,722135.4975,89568.1,6.3234,89568.1,1.6322,10.6326,5.8475,37.3723,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,4.6831,125.704,137.74,135.7571,127.7067,56.846,49.139,42.487,41.9168,33.0383,0.3185,0.1414,79.45
30/10/2015,84.05,217145241,266452.9354,20.3019,0.9782,9.7124,0.4529,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,749496.5598,89568.1,6.3234,89568.1,1.9376,10.6326,4.9256,31.4808,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,3.9448,124.373,136.675,135.1452,127.2667,46.242,53.326,47.179,43.9332,38.0159,0.3185,0.1678,71.65
30/11/2015,77.05,187876260,266452.9354,18.6111,0.9317,8.9035,0.4152,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,735041.659,89568.1,6.3234,89568.1,1.7762,10.6326,5.3731,34.3408,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,4.3032,123.285,133.44,134.3745,126.4217,40.065,48.84,48.253,43.1152,36.4734,0.3185,0.1539,83.9
31/12/2015,84.75,178729971,266452.9354,20.471,1.0619,9.7933,0.4567,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,750942.0499,89568.1,6.3234,89568.1,1.9537,10.6326,4.885,31.2207,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,3.9123,122.261,130.9625,133.79,125.92,37.246,40.689,46.716,44.2954,39.3869,0.3185,0.1692,77.6
29/01/2016,70.5,144001922,266452.9354,17.029,0.9249,8.1466,0.3799,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,721516.0017,89568.1,6.3234,89568.1,1.6252,10.6326,5.8723,37.5313,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,4.703,121.212,127.0875,132.9333,125.2667,47.84,41.435,43.87,42.6032,36.0883,0.3185,0.1408,84.7
29/02/2016,68.75,222847294,266452.9354,16.6063,0.9756,7.9444,0.3705,0.8261,0.8261,0.6051,174.2858,144.1717,1.2722,24.1767,11.543,4.13,4.14,185.563,1,1,4.14,0.7325,75.8233,717902.2765,89568.1,6.3234,89568.1,1.5849,10.6326,6.0218,38.4867,15211.6741,8542.1,#N/A N/A,3.7655,2065.2,0.5658,4.8228,120.27,122.315,131.8388,124.0567,60.138,49.028,44.507,42.3974,35.6929,0.3185,0.1373,70.85
31/03/2016,87.95,298483120,181664.1908,21.256,1.1336,10.1688,0.4474,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,734485.1046,86912.5,6.3173,86912.5,2.0731,11.8323,-0.5007,24.1117,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,3.6862,119.097,117.1275,131.0369,123.2583,60.505,55.993,50.724,45.391,43.0626,0.3798,0.1836,69
29/04/2016,96.35,255389370,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.4901,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,751830.9857,86912.5,6.3173,86912.5,2.2711,11.8323,-0.4571,22.0096,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,3.3649,118.046,113.44,130.0519,122.635,50.972,56.685,53.217,46.646,45.9795,0.3798,0.2011,87.5
31/05/2016,105.25,310667732,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.5354,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,770209.3596,86912.5,6.3173,86912.5,2.4809,11.8323,-0.4184,20.1484,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,3.0803,117.563,110.865,129.6176,122.0533,50.837,54.906,55.202,47.9568,48.9628,0.3798,0.2197,96.4
30/06/2016,122.85,294411988,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.6249,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,806553.1104,86912.5,6.3173,86912.5,2.8958,11.8323,-0.3585,17.2619,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,2.639,117.605,108.8225,129.0087,122.0617,33.298,45.66,48.45,50.4474,54.3336,0.3798,0.2565,105.35
29/07/2016,133.55,234376477,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.6793,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,828648.4589,86912.5,6.3173,86912.5,3.148,11.8323,-0.3298,15.8789,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,2.4276,117.943,106.7975,128.8469,122.8617,28.677,38.232,45.17,51.8953,57.2772,0.3798,0.2788,124
31/08/2016,159.25,239298941,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.8101,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,881718.595,86912.5,6.3173,86912.5,3.7538,11.8323,-0.2765,13.3163,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,2.0358,118.73,106.8825,128.6814,124.6583,39.038,33.079,39.522,55.1512,63.3824,0.3798,0.3324,134.5
30/09/2016,152.7,200905467,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.7767,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,868192.9377,86912.5,6.3173,86912.5,3.5994,11.8323,-0.2884,13.8875,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,2.1231,119.382,107.5325,128.4644,125.0233,52.586,40.475,41.826,54.1843,60.9902,0.3798,0.3188,159
30/10/2016,149.75,151224300,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.7617,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,862101.2295,86912.5,6.3173,86912.5,3.5299,11.8323,-0.2941,14.1611,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,2.165,120.3,107.3775,128.6714,125.5383,25.466,39.925,37.326,53.7453,59.8938,0.3798,0.3126,154.5
30/11/2016,175.75,336194611,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.894,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,915790.8614,86912.5,6.3173,86912.5,4.1427,11.8323,-0.2506,12.0661,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,1.8447,121.401,109.715,129.147,126.4633,59.706,47.862,43.711,56.9272,65.7395,0.3798,0.3669,150.5
30/12/2016,155.05,184197556,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.7887,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,873225.4231,86912.5,6.3173,86912.5,3.6548,11.8323,-0.284,13.677,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,2.0898,122.171,111.0375,129.4735,126.1583,34.042,43.602,43.559,53.8748,58.4366,0.3798,0.3237,176.8
31/01/2017,189.95,266861171,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.9662,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,945333.8928,86912.5,6.3173,86912.5,4.4774,11.8323,-0.2318,11.1641,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,1.7058,123.638,114.0725,130.3905,126.1,41.391,44.9,42.604,57.8195,65.4129,0.3798,0.3965,155.85
28/02/2017,184.35,220636838,181664.1908,#N/A N/A,#N/A N/A,#N/A N/A,0.9377,-0.2555,-0.2555,-0.1759,163.3354,133.9556,1.4144,24.1767,11.543,-1.2239,-1.2239,196.5907,1,1,-0.4404,0.6884,75.8233,933809.0268,86912.5,6.3173,86912.5,4.3454,11.8323,-0.2389,11.5032,19801.293,-2507.4,#N/A N/A,3.2996,2048.9,0.6295,1.7574,124.715,117.695,131.629,126.575,31.478,36.515,41.847,57.0102,63.5691,0.3798,0.3848,190.9
31/03/2017,195.05,327281978,437654.6989,21.1596,0.9621,18.3997,0.9502,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,815672.8247,123858.7,3.3309,123858.7,3.2446,14.5669,4.726,19.7293,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,1.4502,126.292,122.1875,133.05,127.8517,30.222,36.036,35.55,58.1675,65.5663,0.4562,0.4035,185.15
28/04/2017,199.35,227834079,437654.6989,21.626,0.9736,18.8053,0.9712,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,859825.5948,123858.7,3.3309,123858.7,3.3161,14.5669,4.6241,19.3037,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,1.307,128.301,128.1525,134.5295,129.04,31.321,31.685,35.3,58.6305,66.3643,0.4562,0.4124,195.1
31/05/2017,200.7,314368678,437654.6989,21.7725,0.9415,18.9327,0.9777,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,862863.7566,123858.7,3.3309,123858.7,3.3386,14.5669,4.5929,19.1739,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,1.2982,130.483,134.6475,136.047,129.9283,34.978,31.429,33.016,58.7787,66.6258,0.4562,0.4152,200.85
30/06/2017,190.95,175671392,437654.6989,20.7148,0.906,18.0129,0.9302,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,840998.8128,123858.7,3.3309,123858.7,3.1764,14.5669,4.8275,20.1529,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,1.3645,132.357,139.9925,137.5705,131.0417,23.174,29.291,29.65,57.2467,62.8267,0.4562,0.395,200.5
31/07/2017,219.65,198270788,437654.6989,23.8283,0.9911,20.7203,1.0701,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,905402.7342,123858.7,3.3309,123858.7,3.6538,14.5669,4.1967,17.5197,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,1.1862,134.702,147.1225,139.2465,133.7067,22.628,26.64,28.052,60.3904,68.5174,0.4562,0.4544,191.2
31/08/2017,238,236191630,437654.6989,25.8189,1.1004,22.4513,1.1594,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,946578.9053,123858.7,3.3309,123858.7,3.9591,14.5669,3.8731,16.1689,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,1.0947,137.466,154.785,141.089,136.545,44.148,31.779,31.609,62.2274,71.5196,0.4562,0.4923,221.1
29/09/2017,240.6,184227209,437654.6989,26.101,1.1558,22.6966,1.1721,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,952435.5331,123858.7,3.3309,123858.7,4.0023,14.5669,3.8313,15.9942,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,1.0828,140.476,163.29,142.6485,140.265,28.03,32.644,30.41,62.4825,71.928,0.4562,0.4977,239.25
31/10/2017,267.4,167974566,437654.6989,29.0083,1.2099,25.2247,1.3027,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,1012564.2774,123858.7,3.3309,123858.7,4.4481,14.5669,3.4473,14.3912,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,0.9743,143.723,173.2225,144.458,144.8917,31.923,33.864,31.368,65.0022,75.7834,0.4562,0.5532,242.5
30/11/2017,240.45,166853623,437654.6989,26.0847,1.0921,22.6824,1.1714,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,952377.9746,123858.7,3.3309,123858.7,3.9998,14.5669,3.8337,16.0041,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,1.0829,146.294,180.8475,145.8595,148.5983,23.121,28.654,32.228,60.7573,65.9714,0.4562,0.4974,269.5
29/12/2017,273.55,171605184,437654.6989,29.6755,1.2793,25.8049,1.3326,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,1026712.4029,123858.7,3.3309,123858.7,4.5504,14.5669,3.3698,14.0676,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,0.9518,149.464,189.7075,147.535,153.9867,27.688,29.779,28.893,63.7639,70.9468,0.4562,0.5659,240.5
31/01/2018,256.15,179048144,437654.6989,27.7879,1.133,24.1635,1.2479,1.9074,1.9074,1.317,126.8885,89.5605,1.3582,12.9957,11.2884,9.21,9.22,205.2707,1.1,1.1,9.2181,0.6905,87.0043,987665.3416,123858.7,3.3309,123858.7,4.261,14.5669,3.5987,15.0232,41513.7144,18997.4,#N/A N/A,3.3346,2227.2,0.6757,1.0165,152.133,197.2525,148.806,159.0183,27.255,27.097,28.208,61.2135,65.5232,0.4562,0.5299,273
