ate,PX_LAST,PX_VOLUME,HISTORICAL_MARKET_CAP,PE_RATIO,REL_PE_RATIO,T12M_DIL_PE_CONT_OPS,PX_TO_BOOK_RATIO,PROF_MARGIN,TRAIL_12M_PROF_MARGIN,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_EQY,NET_DEBT_TO_SHRHLDR_EQTY,CUR_RATIO,DVD_PAYOUT_RATIO,DVD_PAYOUT_RATIO_NORMALIZED_EARN,IS_DILUTED_EPS,IS_EPS,BOOK_VAL_PER_SH,EQY_DPS,TRAIL_12M_DVD_PER_SH,TRAIL_12M_EPS,ASSET_TURNOVER,RETENTION_RATIO,CURR_ENTP_VAL,EBITDA,NET_DEBT_TO_EBITDA,TRAIL_12M_EBITDA,PX_TO_EBITDA,EBITDA_EV_YIELD,EARN_YLD_HIST,EBIT_YIELD,NET_OPER_PROFIT_AFTER_TAX,NET_INCOME,IS_TOTAL_EXPENDITURES,INVENT_TURN,ARD_TOTAL_SHARE_CAPITAL,QUICK_RATIO,DEBT_TO_MKT_CAP,MOV_AVG_50D,MOV_AVG_20D,MOV_AVG_100D,MOV_AVG_30D,VOLATILITY_20D,VOLATILITY_60D,VOLATILITY_90D,RSI_30D,RSI_14D,CASH_RATIO,PX_TO_SALES_RATIO,PX_OPEN
31/01/2007,159.75,74704799,211809.4998,10.9956,0.5174,10.9956,2.1872,13.4792,13.4792,8.4154,65.989,25.707,2.613,13.7276,13.7276,14.5285,14.5285,73.0388,1.9952,1.9952,14.5285,0.6243,86.2724,230449.2919,28071.42,0.8714,28071.42,6.1879,11.7921,9.0945,11.5783,15817.0946,15795.77,#N/A N/A,1.8153,1473.76,1.2578,0.3075,110.9405,144.0376,84.9508,132.3041,31.157,28.754,26.767,58.6157,60.7923,0.9382,1.4823,160.07
28/02/2007,126.19,122432248,211809.4998,8.686,0.4421,8.686,1.7278,13.4792,13.4792,8.4154,65.989,25.707,2.613,13.7276,13.7276,14.5285,14.5285,73.0388,1.9952,1.9952,14.5285,0.6243,86.2724,187556.3373,28071.42,0.8714,28071.42,4.8882,11.7921,11.5128,14.657,15817.0946,15795.77,#N/A N/A,1.8153,1473.76,1.2578,0.3892,112.4643,145.235,85.7727,133.1595,69.215,47.139,40.3,53.7289,51.9305,0.9382,1.1709,160.43
30/03/2007,118.17,64242253,151060.634,5.0393,0.2685,5.0393,1.1785,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,159919.2963,43563.99,0.0069,43563.99,3.0057,27.2399,19.8441,27.3182,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.5589,113.8039,145.7594,86.5276,133.242,36.497,47.715,42.526,52.6429,50.0511,1.5888,0.687,127.87
30/04/2007,132.45,53374563,151060.634,5.6484,0.2835,5.6484,1.321,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,178177.7837,43563.99,0.0069,43563.99,3.369,27.2399,17.7041,24.3722,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.4987,115.4509,146.2676,87.4143,134.2812,23.297,46.664,41.679,54.3419,53.2909,1.5888,0.7701,117.9
31/05/2007,127.51,47543332,151060.634,5.4376,0.2603,5.4376,1.2717,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,181401.053,43563.99,0.0069,43563.99,3.2433,27.2399,18.3904,25.317,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.4893,117.0888,146.3729,88.2653,134.8106,20.538,27.818,41.318,53.6529,52.0332,1.5888,0.7413,132.41
29/06/2007,145.24,127205527,151060.634,6.1937,0.3313,6.1937,1.4485,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,205391.4494,43563.99,0.0069,43563.99,3.6943,27.2399,16.1454,22.2265,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.4296,118.942,148.7446,89.3448,135.6064,31.966,26.927,29.496,55.7356,56.041,1.5888,0.8444,128.33
31/07/2007,154.13,100332105,151060.634,6.5727,0.3303,6.5727,1.5371,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,217417.3258,43563.99,0.0069,43563.99,3.9204,27.2399,15.2144,20.9448,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.4048,120.8586,150.7489,90.4902,137.0444,47.839,35.119,32.194,56.7436,57.9382,1.5888,0.8961,146.37
31/08/2007,143.2,59188120,151060.634,6.1067,0.3111,6.1067,1.4281,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,202630.4063,43563.99,0.0069,43563.99,3.6424,27.2399,16.3755,22.5432,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.4357,122.4475,151.4064,91.439,137.8562,47.42,43.455,38.17,55.1462,54.806,1.5888,0.8326,154.13
28/09/2007,156.17,56648373,151060.634,6.6597,0.3216,6.6597,1.5575,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,220178.3268,43563.99,0.0069,43563.99,3.9723,27.2399,15.0156,20.6711,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.3995,124.1753,151.7419,92.5099,139.3777,29.728,43.82,39.577,56.6445,57.7266,1.5888,0.908,144.33
31/10/2007,178.21,100874584,151060.634,7.5995,0.3225,7.5995,1.7773,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,249997.586,43563.99,0.0069,43563.99,4.5328,27.2399,13.1587,18.1148,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.3501,126.1832,153.6986,93.7523,141.9447,56.155,44.515,45.429,59.0493,62.1973,1.5888,1.0361,156.89
30/11/2007,168.14,124587797,151060.634,7.1702,0.3066,7.1702,1.6769,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,236376.4429,43563.99,0.0069,43563.99,4.2768,27.2399,13.9465,19.1994,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.3711,127.9763,153.821,94.7137,144.3385,62.847,51.364,50.552,57.5411,59.1215,1.5888,0.9776,180.47
31/12/2007,194.85,74192121,151060.634,8.3092,0.3765,8.3092,1.9432,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,272515.4215,43563.99,0.0069,43563.99,4.9561,27.2399,12.0349,16.5677,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.3202,129.9993,153.3857,95.9,147.4251,41.254,52.926,47.212,60.3225,64.1824,1.5888,1.1328,171.4
31/01/2008,148.69,69927089,151060.634,6.3407,0.3306,6.3407,1.4829,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,210054.5043,43563.99,0.0069,43563.99,3.782,27.2399,15.7712,21.7113,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.4197,130.859,152.7667,96.6292,148.792,95.617,69.289,63.962,53.9981,52.1624,1.5888,0.8645,195.89
29/02/2008,183.74,80682028,151060.634,7.8354,0.4089,7.8354,1.8324,13.6336,13.6336,10.6857,61.7414,0.2192,3.0305,6.8863,6.8863,23.4495,23.4495,100.27,1.5417,1.5417,23.4495,0.7838,93.1137,257483.079,43563.99,0.0069,43563.99,4.6735,27.2399,12.7625,17.5694,26250.0716,25984.15,#N/A N/A,2.445,1043.25,1.8812,0.3396,132.1317,153.9956,97.8439,150.8403,69.549,73.316,67.315,57.4983,58.5156,1.5888,1.0683,154.08
31/03/2008,149.73,81793662,202609.1832,9.689,0.5834,9.8847,1.1721,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,428420.3638,63212.5,3.3169,63212.5,3.3613,14.7544,10.321,18.0652,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,1.5969,133.145,154.1973,98.6227,151.6511,84.152,84.654,73.025,53.4187,51.385,0.5747,0.3541,178.02
30/04/2008,175.8,41036248,202609.1832,11.3762,0.6199,11.6059,1.3762,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,463700.3514,63212.5,3.3169,63212.5,3.9467,14.7544,8.7903,15.3859,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,1.36,134.5352,155.1813,99.692,154.251,39.964,68.295,72.069,55.9003,55.8291,0.5747,0.4157,145.19
30/05/2008,174.4,81922692,202609.1832,11.2852,0.6481,11.5132,1.3652,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,461798.2999,63212.5,3.3169,63212.5,3.9151,14.7544,8.8612,15.5099,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,1.371,135.9411,156.1268,100.7817,156.2628,51.176,61.255,74.13,55.7347,55.5343,0.5747,0.4124,179.57
30/06/2008,129.05,49832653,202609.1832,8.3509,0.5839,8.5196,1.0102,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,400441.9387,63212.5,3.3169,63212.5,2.8972,14.7544,11.9747,20.9596,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,1.8527,136.6209,154.0205,101.4313,156.2295,47.224,49.029,58.039,50.7206,46.9276,0.5747,0.3052,170.5
31/07/2008,128.19,60492377,202609.1832,8.2952,0.5371,8.4627,1.0035,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,399276.1642,63212.5,3.3169,63212.5,2.8778,14.7544,12.0552,21.1005,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,1.8652,137.6397,152.5785,102.089,155.5207,50.867,54.265,52.397,50.631,46.7792,0.5747,0.3031,129.78
29/08/2008,122.4,65511441,202609.1832,7.9205,0.5085,8.0805,0.9581,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,433934.34,63212.5,3.3169,63212.5,2.7478,14.7544,12.6254,22.0986,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,1.5546,138.387,150.7995,102.708,154.9649,40.485,48.879,49.657,50.0173,45.733,0.5747,0.2894,128.69
30/09/2008,98.25,64628928,202609.1832,6.3578,0.4593,6.4862,0.7691,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,392872.8014,63212.5,3.3169,63212.5,2.2057,14.7544,15.7288,27.5305,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,1.9367,138.4723,147.7245,103.0736,152.7169,33.944,41.467,46.446,47.531,41.5578,0.5747,0.2323,122
31/10/2008,60.5,246090116,202609.1832,3.915,0.3716,3.994,0.4736,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,328687.5953,63212.5,3.3169,63212.5,1.3582,14.7544,25.543,44.7086,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,3.1451,137.6716,144.4397,103.0032,147.9485,155.903,93.192,81.881,43.9948,36.0218,0.5747,0.1431,99.9
28/11/2008,52.95,173611936,202609.1832,3.4264,0.3506,3.4956,0.4145,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,315850.5492,63212.5,3.3169,63212.5,1.1887,14.7544,29.1851,51.0835,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,3.5935,136.4167,141.1788,102.851,144.3446,96.691,101.12,85.72,43.3278,35.0171,0.5747,0.1252,63
31/12/2008,51.4,147038432,202609.1832,3.3261,0.2909,3.3933,0.4024,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,313215.1292,63212.5,3.3169,63212.5,1.1539,14.7544,30.0652,52.6239,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,3.7019,135.4192,137.1262,102.6815,140.7526,52.257,104.128,87.599,43.1888,34.8025,0.5747,0.1215,53
30/01/2009,48.95,108732665,202609.1832,3.1676,0.2793,3.2315,0.3832,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,309049.4653,63212.5,3.3169,63212.5,1.0989,14.7544,31.57,55.2578,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,3.8872,134.1657,133.1982,102.4775,137.5279,65.753,67.107,91.008,42.9633,34.4431,0.5747,0.1157,52.4
27/02/2009,38.6,80782709,202609.1832,2.4978,0.234,2.5483,0.3022,3.6548,3.6548,4.3715,171.1597,110.9241,1.572,10.4172,10.5715,15.3719,15.4535,127.7479,1.6778,1.6778,15.4535,1.1961,89.5828,291451.6604,63212.5,3.3169,63212.5,0.8666,14.7544,40.035,70.0744,31110.3798,21933.2,#N/A N/A,5.0961,1230.6,0.9138,4.9295,132.5103,127.8662,102.2538,133.6105,40.673,54.155,87.179,42.0051,32.8978,0.5747,0.0913,48.2
31/03/2009,52.05,148398391,88527.5278,16.215,1.2807,1.7456,0.5618,0.7353,0.7353,0.7011,166.0861,128.332,1.2379,47.7741,5.1502,3.21,3.21,92.6512,1.35,1.35,3.21,0.9535,52.2259,320113.6053,37924.3,5.7679,37924.3,2.0659,11.8461,6.1671,9.7375,12150.1458,4838.9,#N/A N/A,4.1225,1704.6,0.6722,3.1989,131.3316,122.7624,102.1803,130.1626,71.995,63.153,58.555,43.6934,36.8621,0.33,0.1191,38.4
29/04/2009,53.75,187897686,88527.5278,16.7445,1.1259,1.8026,0.5801,0.7353,0.7353,0.7011,166.0861,128.332,1.2379,47.7741,5.1502,3.21,3.21,92.6512,1.35,1.35,3.21,0.9535,52.2259,323004.066,37924.3,5.7679,37924.3,2.1334,11.8461,5.9721,9.4295,12150.1458,4838.9,#N/A N/A,4.1225,1704.6,0.6722,3.0977,130.0297,118.2899,102.0879,126.2483,73.235,62.488,60.938,43.9069,37.3658,0.33,0.1229,52
29/05/2009,84.65,223652818,88527.5278,26.3707,1.385,2.8389,0.9136,0.7353,0.7353,0.7011,166.0861,128.332,1.2379,47.7741,5.1502,3.21,3.21,92.6512,1.35,1.35,3.21,0.9535,52.2259,375542.4398,37924.3,5.7679,37924.3,3.3598,11.8461,3.7921,5.9874,12150.1458,4838.9,#N/A N/A,4.1225,1704.6,0.6722,1.9669,129.5123,114.7141,102.2797,123.8357,74.654,73.929,69.195,47.6402,45.8254,0.33,0.1936,55.9
30/06/2009,86.45,316585599,88527.5278,26.9315,1.364,2.8993,0.9331,0.7353,0.7353,0.7011,166.0861,128.332,1.2379,47.7741,5.1502,3.21,3.21,92.6512,1.35,1.35,3.21,0.9535,52.2259,378602.9276,37924.3,5.7679,37924.3,3.4313,11.8461,3.7131,5.8627,12150.1458,4838.9,#N/A N/A,4.1225,1704.6,0.6722,1.926,129.2173,110.1263,102.4927,121.4513,67.427,73.675,70.715,47.8493,46.2806,0.33,0.1977,85
31/07/2009,100.3,186229818,88527.5278,31.2461,1.4637,3.3637,1.0826,0.7353,0.7353,0.7011,166.0861,128.332,1.2379,47.7741,5.1502,3.21,3.21,92.6512,1.35,1.35,3.21,0.9535,52.2259,402151.6809,37924.3,5.7679,37924.3,3.981,11.8461,3.2004,5.0532,12150.1458,4838.9,#N/A N/A,4.1225,1704.6,0.6722,1.66,129.2968,106.7344,102.8376,119.4696,61.093,67.375,72.871,49.4564,49.7771,0.33,0.2294,85
31/08/2009,106,268099139,88527.5278,33.0218,1.5452,3.5549,1.1441,0.7353,0.7353,0.7011,166.0861,128.332,1.2379,47.7741,5.1502,3.21,3.21,92.6512,1.35,1.35,3.21,0.9535,52.2259,411843.2256,37924.3,5.7679,37924.3,4.2072,11.8461,3.0283,4.7815,12150.1458,4838.9,#N/A N/A,4.1225,1704.6,0.6722,1.5708,129.3719,102.292,103.2067,118.7965,58.787,63.802,69.726,50.111,51.1853,0.33,0.2425,105
30/09/2009,129.05,278884723,88527.5278,40.2025,1.5878,4.3279,1.3929,0.7353,0.7353,0.7011,166.0861,128.332,1.2379,47.7741,5.1502,3.21,3.21,92.6512,1.35,1.35,3.21,0.9535,52.2259,451034.472,37924.3,5.7679,37924.3,5.1221,11.8461,2.4874,3.9274,12150.1458,4838.9,#N/A N/A,4.1225,1704.6,0.6722,1.2902,129.7993,101.3103,103.7572,119.1592,50.705,58.825,60.48,52.6748,56.4974,0.33,0.2952,106.05
30/10/2009,121.85,189265976,88527.5278,37.9595,1.6163,4.0865,1.3151,0.7353,0.7353,0.7011,166.0861,128.332,1.2379,47.7741,5.1502,3.21,3.21,92.6512,1.35,1.35,3.21,0.9535,52.2259,438793.6216,37924.3,5.7679,37924.3,4.8363,11.8461,2.6344,4.1595,12150.1458,4838.9,#N/A N/A,4.1225,1704.6,0.6722,1.3664,129.7905,98.2159,104.2675,118.8058,59.47,55.805,57.83,51.8144,54.5022,0.33,0.2787,130
