Date,Open,Close,High,Low,Volume,WilliamR,Momentum_14,RSI_14,CCI_20,ADX_14_14,MACD_26_12,KST_10_15_20_30_10_10_10_15,TSI_25_13,ACCDIST_14,Chaikin,MFI_14,EoM_14,COPP_14,KelChM_20,KelChU_20,KelChD_20
12/1/2006,27.47,27.14,27.72,27.0,250290.0,,,,,,,,,,,,,,,,
12/4/2006,27.23,27.28,27.66,26.9,383145.0,,,,,,,,,,,,,,,,
12/5/2006,27.4,26.61,27.59,26.53,406875.0,,,,,,,,,,,,,,,,
12/6/2006,27.65,25.71,27.65,25.33,628050.0,,,,,,,,,,,,,,,,
12/7/2006,25.67,25.75,25.97,25.33,351960.0,,,,,,,,,,,,,,,,
12/8/2006,25.67,26.26,26.8,25.47,662625.0,,,,,,,,,,,,,,,,
12/11/2006,26.0,25.33,26.23,25.17,355155.0,,,,,,,,,,,,,,,,
12/12/2006,25.33,24.38,25.86,24.13,573030.0,,,,,,,,,,,,,,,,
12/13/2006,24.0,24.66,25.33,23.4,149700.0,,,,,,,,,,27477.611985990952,,,,,,
12/14/2006,25.0,24.96,25.55,24.67,413325.0,,,,,,,,,,12308.701276797394,,,,,,
12/15/2006,25.66,25.24,25.66,24.93,325830.0,,,,,,0.18174200575363741,,,,32182.334574153603,,,,,,
12/18/2006,25.8,25.73,26.34,25.47,617580.0,,,,,,0.14073382229610942,,,,-22764.724442716397,,,,,,
12/19/2006,25.73,25.33,26.0,25.07,154185.0,,,0.37237943383945504,,,0.13104941877749354,,,,11998.265855037214,,,,,,
12/20/2006,25.2,24.96,25.86,24.83,109275.0,-63.88888888888884,,0.34098403954645784,,,0.14354223858371995,,,-0.46591468459693686,20755.387172398056,0.2857142857142857,,,,,
12/21/2006,24.67,24.86,25.19,24.48,115935.0,-65.72769953051643,-2.280000000000001,0.29861944555968273,,,0.15706639989203808,,,4558442108383.396,50109.678165908044,0.2857142857142857,-1.3733079802223065e-06,,,,
12/22/2006,25.47,25.0,25.8,24.83,192225.0,-62.35294117647056,-2.280000000000001,0.43882804555355054,,,0.15686334248434974,,,-0.6386059195211202,16066.602937563468,0.35714285714285715,-1.1889616810397783e-06,,,,
12/26/2006,25.5,25.33,25.6,24.87,173610.0,-54.58823529411765,-1.2800000000000011,0.4388280455535506,,,0.13433991957119318,,,-1.106997749821752,53761.91696274566,0.42857142857142855,-1.172050048992298e-06,,,,
12/27/2006,25.6,25.53,25.6,25.37,86610.0,-37.35294117647055,-0.17999999999999972,0.4388280455535506,,,0.10283146029462031,,,-0.6918661705628656,60612.28010979748,0.5,-9.742314441619193e-07,,,,
12/28/2006,25.66,26.6,26.83,25.66,448965.0,-6.705539358600493,0.8500000000000014,0.6534291522071664,,,0.008726921886754724,,,1.1874029225254923,132741.80243992739,0.5714285714285714,-7.236599028866764e-07,,,,
12/29/2006,26.33,25.87,26.67,25.73,326280.0,-27.988338192419747,-0.39000000000000057,0.6534291522071664,30.418248607390396,,-0.016324623491996704,,,-0.07601962321014569,-7939.606172549553,0.5,-8.024541852941229e-07,,25.72683333333333,26.76383333333333,24.689833333333336
1/2/2007,26.6,25.66,26.6,25.33,416625.0,-34.110787172011605,0.33000000000000185,0.5606081782028693,19.557234912840546,,-0.021591023388229047,,,-0.5088263353494005,-55497.796959105835,0.5,-7.608859897148291e-07,,25.65566666666667,26.720166666666664,24.591166666666673
1/3/2007,25.93,26.47,27.07,25.68,341625.0,-16.348773841961883,2.09,0.6315650155336259,84.84055605410761,,-0.0797428488982348,,,0.020403506684121525,8145.9501647515135,0.5714285714285714,-4.896984157777247e-07,,25.612000000000002,26.708,24.51600000000001
1/4/2007,26.74,26.48,27.13,26.33,369105.0,-24.528301886792413,1.8200000000000003,0.6401254289712769,116.84667952336419,,-0.12457635518678956,,,0.6371922821024429,-54356.05382090347,0.6428571428571429,1.454211015303992e-07,,25.59883333333333,26.681833333333334,24.51583333333334
1/5/2007,26.67,27.44,27.92,26.21,2742855.0,-13.953488372093032,2.4800000000000004,0.7340145872677893,150.49989550418263,,-0.22392417377244556,,,-25.502314442599886,379120.55776261253,0.6428571428571429,4.7041866841448944e-08,,25.64683333333333,26.699333333333335,24.594333333333346
1/8/2007,27.79,28.02,28.66,27.13,1040520.0,-15.311004784689008,2.780000000000001,0.7925196860693531,169.9012805549051,,-0.33886090185198725,,,-1.6843164740879397,194242.98215607947,0.6428571428571429,1.0461097577320411e-07,,25.759499999999996,26.8565,24.66250000000001
1/9/2007,28.33,28.0,28.66,27.8,472410.0,-15.789473684210531,2.2699999999999996,0.7925196860693531,152.09268507911068,0.3423162275024521,-0.4229578136842065,,,2.7173669151379594,-33128.02625673955,0.6428571428571429,8.679167168147081e-08,,25.85833333333333,26.931833333333334,24.784833333333342
1/10/2007,28.18,27.61,28.88,27.01,820935.0,-28.863636363636363,2.280000000000001,0.6037659026588624,113.34269841200991,0.32154322659849793,-0.45589481837290435,,,2.600540102709639,-136217.67555593405,0.6428571428571429,1.9982994490239896e-07,,25.971166666666665,27.08516666666667,24.85716666666668
1/11/2007,27.73,27.96,28.13,27.67,610980.0,-20.909090909090875,3.0,0.6037659026588625,104.78388376778668,0.31718847320109955,-0.5012897761815545,,,18.52199452091924,-21955.10520135707,0.7142857142857143,3.253309831932421e-07,,26.127666666666663,27.17816666666667,25.077166666666677
1/12/2007,28.13,28.01,28.43,27.8,350490.0,-21.481481481481417,3.150000000000002,0.6463501575339945,102.76301851587323,0.33356530110645666,-0.5344830712867683,,,-0.0642158350312923,-60968.99642313639,0.7857142857142857,5.760281837385431e-07,,26.3085,27.294000000000004,25.323000000000015
1/15/2007,28.33,28.22,29.0,28.08,1312290.0,-18.88619854721553,3.219999999999999,0.7137858492738732,108.43490695936947,0.35675958306578864,-0.5694447195464569,,,-21.2030290412629,-324313.90660189494,0.7857142857142857,4.2429896265544193e-07,,26.477166666666665,27.464666666666677,25.48966666666668
1/16/2007,28.4,28.78,29.33,28.11,2245470.0,-13.749999999999929,3.450000000000003,0.7461246476020204,109.84418098260443,0.39035362418262354,-0.6311100156487868,,,5.516973582348885,-42161.41664027251,0.7857142857142857,4.5531203770012164e-07,,26.650333333333332,27.662333333333343,25.63833333333335
1/17/2007,29.13,29.6,29.93,28.83,1281000.0,-7.173913043478223,4.07,0.79477158320973,125.08761344010522,0.43622642837237696,-0.7323515306853068,,,0.8807200222483578,169748.8747181694,0.7857142857142857,4.4837268817278386e-07,0.21726238279453558,26.830666666666666,27.854166666666675,25.80716666666668
1/18/2007,29.4,31.08,31.08,28.9,2488050.0,-0.0,4.479999999999997,0.8558555636981587,139.74042094355508,0.4861364680130113,-0.9126189576579975,,,-11.860568725132914,869115.0014015193,0.7857142857142857,3.4508122476966756e-07,0.24766403816943064,27.075,28.16100000000001,25.989000000000015
1/19/2007,31.98,31.88,32.31,29.8,2612205.0,-6.160458452722106,6.009999999999998,0.89457888619471,149.08381426663274,0.5286448742139046,-1.1026003523565997,,,-9.581160765152342,830985.8682649289,0.8571428571428571,4.274365187232595e-07,0.2862164667780336,27.380666666666666,28.540666666666674,26.22066666666668
1/22/2007,32.13,30.82,32.2,30.4,617190.0,-22.473604826546023,5.16,0.89457888619471,124.17952760693042,0.5649379351837315,-1.1591319349689968,,,-8.049026826121363,89020.5260240275,0.8571428571428571,5.296422606117927e-07,0.3054539892301478,27.6955,28.910000000000014,26.481000000000016
1/23/2007,30.67,31.85,32.0,30.48,1103325.0,-7.540983606557389,5.380000000000003,0.89457888619471,118.58904969467432,0.5841169081477102,-1.2674621598404343,,0.4775837898991664,-4.838749350313279,163769.02485114092,0.8571428571428571,4.04580641038207e-07,0.32642964700566757,28.007166666666667,29.249166666666685,26.76516666666668
1/24/2007,30.33,31.14,32.03,30.33,209205.0,-19.18032786885248,4.66,0.851714309367504,98.35351950666268,0.6005551732642012,-1.2840085973697093,,0.4552099514494894,-1.0081836137463893,-105354.10098967381,0.7857142857142857,3.147957266030799e-07,0.3293172633754606,28.302166666666665,29.592666666666684,27.011666666666684
