Date,PX_LAST,PX_VOLUME,HISTORICAL_MARKET_CAP,PX_TO_BOOK_RATIO,PROF_MARGIN,TRAIL_12M_PROF_MARGIN,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_EQY,NET_DEBT_TO_SHRHLDR_EQTY,CUR_RATIO,DVD_PAYOUT_RATIO,IS_EPS,BOOK_VAL_PER_SH,EQY_DPS,ASSET_TURNOVER,RETENTION_RATIO,CURR_ENTP_VAL,EBITDA,NET_DEBT_TO_EBITDA,PX_TO_EBITDA,EBITDA_EV_YIELD,EARN_YLD_HIST,EBIT_YIELD,NET_OPER_PROFIT_AFTER_TAX,NET_INCOME,ARD_TOTAL_SHARE_CAPITAL,QUICK_RATIO,DEBT_TO_MKT_CAP,CASH_RATIO,PX_TO_SALES_RATIO,PE,Open,Close,High,Low,Volume,WilliamR,Momentum_14,RSI_14,CCI_20,ADX_14_14,MACD_26_12,KST_10_15_20_30_10_10_10_15,TSI_25_13,ACCDIST_14,Chaikin,MFI_14,EoM_14,COPP_14,KelChM_20,KelChU_20,KelChD_20
1/31/2007,265.79,1557577,34720.48,4.5852,8.6143,8.6143,7.8260000000000005,85.8736,69.4215,2.2097,14.1176,9.48,57.9685,1.25,0.9085,85.8824,44754.0016,2282.7,2.5571,15.9205,5.6074,3.5667,4.803999999999999,1343.8372,1296.75,142.46,0.9537,0.1863,0.3416,2.4142,28.0369,265.55,265.79,268.4,257.68,47116.0,-44.2485916772669,20.450000000000017,0.5121787197542922,46.21749872818322,0.2607051583589875,-7.753559599183575,12.65633969912345,0.2743900663638967,-4.4997991779806785,20271.468134059498,0.35714285714285715,0.0003423801322702326,0.20082717614273865,256.8213333333336,268.94783333333334,244.6948333333333
2/28/2007,241.16,938905,34720.48,4.1601,8.6143,8.6143,7.8260000000000005,85.8736,69.4215,2.2097,14.1176,9.48,57.9685,1.25,0.9085,85.8824,41160.6969,2282.7,2.5571,14.4448,5.6074,3.931,5.2947,1343.8372,1296.75,142.46,0.9537,0.2053,0.3416,2.1904,25.4388,236.04,241.16,247.3,235.85,18219.0,-55.10619069136919,-12.539999999999992,0.30884584887916805,-105.83604112737707,0.2423521377685388,1.6063609046938438,0.11972274579091645,-0.05551120908584056,-1.1370023505502125,404.3498352850031,0.35714285714285715,-0.0015462996414983086,-0.06373676613588956,253.56150000000028,267.88699999999994,239.236
3/30/2007,255.91,499088,37324.4759,4.0513,12.5987,12.5987,8.6225,178.9478,84.2903,2.4268,7.8978,15.93,63.1673,1.25,0.6844,92.1022,45282.9363,2694.02,2.8895,13.5987,5.9493,6.2248,5.569,1547.9616,2280.0,143.76,1.6069,0.4428,1.2017,2.0244,16.0647,251.78,255.91,260.63,249.32,24170.0,-16.103718867280786,11.460000000000008,0.6774869405242743,116.31060531024342,0.21381572298775656,-1.3854996629920322,-1.3853275218850591,0.05774193618529395,1.322282931813878,-1488.2809725184698,0.6428571428571429,0.0005563267702351856,0.02278691642067523,245.02533333333358,256.3208333333333,233.7298333333333
4/30/2007,255.86,784357,37324.4759,4.0505,12.5987,12.5987,8.6225,178.9478,84.2903,2.4268,7.8978,15.93,63.1673,1.25,0.6844,92.1022,45275.7641,2694.02,2.8895,13.5961,5.9493,6.226,5.5701,1547.9616,2280.0,143.76,1.6069,0.4429,1.2017,2.024,16.0615,261.52,255.86,261.61,254.78,15969.0,-36.86440677966098,3.9800000000000177,0.5140957940706,93.59362356847048,0.19702733780800533,-1.3962347835051787,3.0110566734068454,0.07631964495381661,-0.654541508886569,-1780.6612994177085,0.6428571428571429,-0.0004024448511718055,0.0240823264054659,253.50650000000007,260.92549999999994,246.0875
5/31/2007,279.91,1024640,37324.4759,4.4312,12.5987,12.5987,8.6225,178.9478,84.2903,2.4268,7.8978,15.93,63.1673,1.25,0.6844,92.1022,48783.4272,2694.02,2.8895,14.8739,5.9493,5.6912,5.0915,1547.9616,2280.0,143.76,1.6069,0.4048,1.2017,2.2142,17.5712,269.68,279.91,283.15,267.32,469421.0,-9.747292418772426,29.36000000000001,0.8859333344256525,202.996425878622,0.5632697621779782,-4.398835812690948,3.712588511252281,0.2854478981376198,-51.0481553659589,93653.11641491546,0.6428571428571429,0.00046004928956187765,0.0719248440432239,258.4360000000001,266.22799999999995,250.64399999999995
6/29/2007,303.02,2204889,37324.4759,4.7971,12.5987,12.5987,8.6225,178.9478,84.2903,2.4268,7.8978,15.93,63.1673,1.25,0.6844,92.1022,52154.4268,2694.02,2.8895,16.1021,5.9493,5.2571,4.7032,1547.9616,2280.0,143.76,1.6069,0.3739,1.2017,2.397,19.022,308.09,303.02,308.09,301.94,23147.0,-40.16070842899311,36.04999999999996,0.8126317332433415,79.70300289294751,0.5681283101937278,-11.138639068978476,14.451095039487926,0.369587339394616,-1.5816737550035749,-11407.489551266044,0.6428571428571429,6.28323617700029e-05,0.193064090903156,286.14066666666673,297.9556666666667,274.3256666666666
7/31/2007,300.76,1597457,37324.4759,4.7613,12.5987,12.5987,8.6225,178.9478,84.2903,2.4268,7.8978,15.93,63.1673,1.25,0.6844,92.1022,51824.4992,2694.02,2.8895,15.9819,5.9493,5.2966,4.7386,1547.9616,2280.0,143.76,1.6069,0.3767,1.2017,2.3791,18.8801,299.18,300.76,302.92,296.04,16645.0,-48.98127186663928,11.310000000000002,0.3616876866249384,-11.865342500353904,0.36052658581169694,-2.7735173446038743,5.672075234304942,0.09914269029634247,-0.9122676601240054,11872.181667567012,0.5,-0.0007639926456740747,0.03604785962446355,300.98716666666667,315.63266666666675,286.34166666666664
8/31/2007,292.0,620693,37324.4759,4.6227,12.5987,12.5987,8.6225,178.9478,84.2903,2.4268,7.8978,15.93,63.1673,1.25,0.6844,92.1022,50550.0199,2694.02,2.8895,15.5168,5.9493,5.4554,4.8806,1547.9616,2280.0,143.76,1.6069,0.38799999999999996,1.2017,2.3099,18.3302,280.3,292.0,295.05,279.61,40100.0,-31.69416243654827,-12.399999999999974,0.4802829216704171,-26.09430990017231,0.37065187386229176,3.700654599291738,-5.721348972683036,-0.1263533486675628,2.600681031198286,8245.66259144647,0.42857142857142855,-0.0017658262512578716,-0.08958773412568273,292.54983333333354,305.56933333333336,279.53033333333343
9/28/2007,308.77,835671,37324.4759,4.8882,12.5987,12.5987,8.6225,178.9478,84.2903,2.4268,7.8978,15.93,63.1673,1.25,0.6844,92.1022,52995.8517,2694.02,2.8895,16.4078,5.9493,5.1591,4.6155,1547.9616,2280.0,143.76,1.6069,0.3669,1.2017,2.4425,19.3829,306.86,308.77,310.79,301.94,31554.0,-25.77201051248357,28.029999999999966,0.6371444675335293,100.07682025280066,0.2862151124185339,-4.5615533038991884,2.4039616108046697,0.16438127533031208,0.3312066528946743,10346.565104405558,0.6428571428571429,-0.0004971163669957347,0.08296717089323624,292.087,303.8270000000001,280.3470000000001
10/31/2007,317.43,1838160,37324.4759,5.0252,12.5987,12.5987,8.6225,178.9478,84.2903,2.4268,7.8978,15.93,63.1673,1.25,0.6844,92.1022,54258.2468,2694.02,2.8895,16.8677,5.9493,5.0185,4.4897,1547.9616,2280.0,143.76,1.6069,0.3569,1.2017,2.511,19.9266,304.59,317.43,325.54,301.94,356676.0,-41.593618513323975,23.650000000000034,0.7812564449945119,128.3045796607235,0.3647517114516535,-3.1740231041360403,3.2107196209279536,0.10751407632652464,-3.2438497930561985,24496.300314945875,0.5,0.0020202727484780088,0.027350876889189173,299.8593333333335,319.60833333333335,280.1103333333334
